FIPS,Year,State,ST,FIPS State,County,Population,"Estimated Age-adjusted Death Rate, 16 Categories (in ranges)"
13031,2010,Georgia,GA,13,"Bulloch County, GA",70639,6.1-8
13031,2015,Georgia,GA,13,"Bulloch County, GA",72651,8.1-10
13031,2005,Georgia,GA,13,"Bulloch County, GA",63048,4.1-6
13031,2011,Georgia,GA,13,"Bulloch County, GA",72853,6.1-8
13031,2004,Georgia,GA,13,"Bulloch County, GA",60832,4.1-6
13031,2006,Georgia,GA,13,"Bulloch County, GA",64304,4.1-6
13031,2007,Georgia,GA,13,"Bulloch County, GA",65768,4.1-6
13031,2014,Georgia,GA,13,"Bulloch County, GA",72217,8.1-10
13031,1999,Georgia,GA,13,"Bulloch County, GA",55183,2.1-4
13031,2012,Georgia,GA,13,"Bulloch County, GA",72853,6.1-8
13033,2004,Georgia,GA,13,"Burke County, GA",22867,4.1-6
13033,2008,Georgia,GA,13,"Burke County, GA",23084,4.1-6
13033,2001,Georgia,GA,13,"Burke County, GA",22582,2.1-4
13033,2009,Georgia,GA,13,"Burke County, GA",23117,6.1-8
13033,1999,Georgia,GA,13,"Burke County, GA",22156,2.1-4
13033,2005,Georgia,GA,13,"Burke County, GA",22939,4.1-6
13033,2003,Georgia,GA,13,"Burke County, GA",22692,2.1-4
13033,2014,Georgia,GA,13,"Burke County, GA",22714,8.1-10
13033,2011,Georgia,GA,13,"Burke County, GA",23545,6.1-8
13033,2012,Georgia,GA,13,"Burke County, GA",23115,8.1-10
13033,2000,Georgia,GA,13,"Burke County, GA",22279,2.1-4
13033,2002,Georgia,GA,13,"Burke County, GA",22626,2.1-4
13033,2013,Georgia,GA,13,"Burke County, GA",22918,8.1-10
13033,2010,Georgia,GA,13,"Burke County, GA",23341,6.1-8
13033,2007,Georgia,GA,13,"Burke County, GA",22972,4.1-6
13033,2015,Georgia,GA,13,"Burke County, GA",22745,8.1-10
13033,2006,Georgia,GA,13,"Burke County, GA",22875,4.1-6
13035,1999,Georgia,GA,13,"Butts County, GA",18927,4.1-6
13035,2015,Georgia,GA,13,"Butts County, GA",23593,16.1-18
13035,2010,Georgia,GA,13,"Butts County, GA",23742,12.1-14
13035,2001,Georgia,GA,13,"Butts County, GA",20186,6.1-8
13035,2003,Georgia,GA,13,"Butts County, GA",21540,6.1-8
13035,2012,Georgia,GA,13,"Butts County, GA",23458,14.1-16
13035,2004,Georgia,GA,13,"Butts County, GA",21706,8.1-10
13035,2013,Georgia,GA,13,"Butts County, GA",23214,14.1-16
13035,2011,Georgia,GA,13,"Butts County, GA",23564,12.1-14
13035,2014,Georgia,GA,13,"Butts County, GA",23394,14.1-16
13035,2000,Georgia,GA,13,"Butts County, GA",19621,6.1-8
13035,2005,Georgia,GA,13,"Butts County, GA",22055,8.1-10
13035,2009,Georgia,GA,13,"Butts County, GA",23682,10.1-12
13035,2007,Georgia,GA,13,"Butts County, GA",23184,10.1-12
13035,2006,Georgia,GA,13,"Butts County, GA",22669,8.1-10
13035,2008,Georgia,GA,13,"Butts County, GA",23794,10.1-12
13035,2002,Georgia,GA,13,"Butts County, GA",20993,6.1-8
13037,2010,Georgia,GA,13,"Calhoun County, GA",6704,4.1-6
13037,2002,Georgia,GA,13,"Calhoun County, GA",6359,0-2
13037,2008,Georgia,GA,13,"Calhoun County, GA",6456,2.1-4
13037,2005,Georgia,GA,13,"Calhoun County, GA",6256,0-2
13037,2000,Georgia,GA,13,"Calhoun County, GA",6325,0-2
13037,2007,Georgia,GA,13,"Calhoun County, GA",6269,2.1-4
13037,2009,Georgia,GA,13,"Calhoun County, GA",6670,2.1-4
13037,2015,Georgia,GA,13,"Calhoun County, GA",6479,8.1-10
13037,1999,Georgia,GA,13,"Calhoun County, GA",6176,0-2
13037,2001,Georgia,GA,13,"Calhoun County, GA",6271,0-2
13037,2012,Georgia,GA,13,"Calhoun County, GA",6487,4.1-6
13037,2013,Georgia,GA,13,"Calhoun County, GA",6512,6.1-8
13037,2004,Georgia,GA,13,"Calhoun County, GA",6306,0-2
13037,2006,Georgia,GA,13,"Calhoun County, GA",6350,2.1-4
13037,2014,Georgia,GA,13,"Calhoun County, GA",6431,6.1-8
13037,2003,Georgia,GA,13,"Calhoun County, GA",6286,0-2
13037,2011,Georgia,GA,13,"Calhoun County, GA",6537,4.1-6
13039,2001,Georgia,GA,13,"Camden County, GA",44469,4.1-6
13039,2011,Georgia,GA,13,"Camden County, GA",50312,8.1-10
13039,2012,Georgia,GA,13,"Camden County, GA",51368,10.1-12
13039,1999,Georgia,GA,13,"Camden County, GA",43574,2.1-4
13039,2007,Georgia,GA,13,"Camden County, GA",48947,6.1-8
13039,2008,Georgia,GA,13,"Camden County, GA",49713,6.1-8
13039,2003,Georgia,GA,13,"Camden County, GA",44568,4.1-6
13039,2000,Georgia,GA,13,"Camden County, GA",43824,2.1-4
13039,2002,Georgia,GA,13,"Camden County, GA",45299,4.1-6
13039,2009,Georgia,GA,13,"Camden County, GA",50024,8.1-10
13039,2013,Georgia,GA,13,"Camden County, GA",51469,10.1-12
13039,2006,Georgia,GA,13,"Camden County, GA",47086,6.1-8
13039,2015,Georgia,GA,13,"Camden County, GA",52102,12.1-14
13039,2004,Georgia,GA,13,"Camden County, GA",46096,4.1-6
13039,2005,Georgia,GA,13,"Camden County, GA",46673,4.1-6
13039,2010,Georgia,GA,13,"Camden County, GA",50670,8.1-10
13039,2014,Georgia,GA,13,"Camden County, GA",51973,10.1-12
13043,2006,Georgia,GA,13,"Candler County, GA",10388,6.1-8
13043,2007,Georgia,GA,13,"Candler County, GA",10586,6.1-8
13043,2014,Georgia,GA,13,"Candler County, GA",10879,16.1-18
13043,2003,Georgia,GA,13,"Candler County, GA",9937,4.1-6
13043,2005,Georgia,GA,13,"Candler County, GA",10158,4.1-6
13043,2001,Georgia,GA,13,"Candler County, GA",9442,2.1-4
13043,2004,Georgia,GA,13,"Candler County, GA",10039,4.1-6
13043,2011,Georgia,GA,13,"Candler County, GA",11312,10.1-12
13043,2012,Georgia,GA,13,"Candler County, GA",11135,12.1-14
13043,2015,Georgia,GA,13,"Candler County, GA",10886,18.1-20
13043,1999,Georgia,GA,13,"Candler County, GA",9530,2.1-4
13043,2010,Georgia,GA,13,"Candler County, GA",11025,10.1-12
13043,2002,Georgia,GA,13,"Candler County, GA",9772,2.1-4
13043,2008,Georgia,GA,13,"Candler County, GA",10691,8.1-10
13043,2013,Georgia,GA,13,"Candler County, GA",10942,14.1-16
13043,2000,Georgia,GA,13,"Candler County, GA",9585,2.1-4
13043,2009,Georgia,GA,13,"Candler County, GA",10880,8.1-10
13045,2002,Georgia,GA,13,"Carroll County, GA",94087,8.1-10
13045,2012,Georgia,GA,13,"Carroll County, GA",111408,18.1-20
13045,2005,Georgia,GA,13,"Carroll County, GA",102526,10.1-12
13045,2006,Georgia,GA,13,"Carroll County, GA",105853,12.1-14
13045,2003,Georgia,GA,13,"Carroll County, GA",97396,10.1-12
13045,2007,Georgia,GA,13,"Carroll County, GA",108947,12.1-14
13045,2009,Georgia,GA,13,"Carroll County, GA",110433,14.1-16
13045,2015,Georgia,GA,13,"Carroll County, GA",114545,20.1-22
13045,2008,Georgia,GA,13,"Carroll County, GA",110242,14.1-16
13045,2014,Georgia,GA,13,"Carroll County, GA",113999,20.1-22
13045,2000,Georgia,GA,13,"Carroll County, GA",87932,8.1-10
13045,2001,Georgia,GA,13,"Carroll County, GA",91132,8.1-10
13045,2011,Georgia,GA,13,"Carroll County, GA",110691,16.1-18
13045,2010,Georgia,GA,13,"Carroll County, GA",110698,16.1-18
13045,1999,Georgia,GA,13,"Carroll County, GA",85082,8.1-10
13045,2004,Georgia,GA,13,"Carroll County, GA",99774,10.1-12
13045,2013,Georgia,GA,13,"Carroll County, GA",112331,18.1-20
13047,2003,Georgia,GA,13,"Catoosa County, GA",57614,8.1-10
13047,2015,Georgia,GA,13,"Catoosa County, GA",66050,20.1-22
13047,2011,Georgia,GA,13,"Catoosa County, GA",64873,14.1-16
13047,2004,Georgia,GA,13,"Catoosa County, GA",58866,10.1-12
13047,2000,Georgia,GA,13,"Catoosa County, GA",53549,8.1-10
16033,2007,Idaho,ID,16,"Clark County, ID",948,0-2
13047,2006,Georgia,GA,13,"Catoosa County, GA",61095,10.1-12
13047,2007,Georgia,GA,13,"Catoosa County, GA",62539,12.1-14
13047,2009,Georgia,GA,13,"Catoosa County, GA",63874,14.1-16
13047,2014,Georgia,GA,13,"Catoosa County, GA",65598,18.1-20
13047,2010,Georgia,GA,13,"Catoosa County, GA",64038,14.1-16
13047,2001,Georgia,GA,13,"Catoosa County, GA",54638,8.1-10
13047,1999,Georgia,GA,13,"Catoosa County, GA",52118,6.1-8
13047,2013,Georgia,GA,13,"Catoosa County, GA",65343,16.1-18
13047,2012,Georgia,GA,13,"Catoosa County, GA",65012,16.1-18
13047,2008,Georgia,GA,13,"Catoosa County, GA",63271,12.1-14
13047,2005,Georgia,GA,13,"Catoosa County, GA",59745,10.1-12
13047,2002,Georgia,GA,13,"Catoosa County, GA",56024,8.1-10
13049,2004,Georgia,GA,13,"Charlton County, GA",11378,4.1-6
13049,2005,Georgia,GA,13,"Charlton County, GA",11635,4.1-6
13049,2010,Georgia,GA,13,"Charlton County, GA",12837,8.1-10
13049,2008,Georgia,GA,13,"Charlton County, GA",12604,6.1-8
13049,2014,Georgia,GA,13,"Charlton County, GA",12886,14.1-16
13049,2003,Georgia,GA,13,"Charlton County, GA",11282,4.1-6
13049,2007,Georgia,GA,13,"Charlton County, GA",12056,6.1-8
13049,2006,Georgia,GA,13,"Charlton County, GA",12089,6.1-8
13049,2011,Georgia,GA,13,"Charlton County, GA",13422,10.1-12
13049,2000,Georgia,GA,13,"Charlton County, GA",10312,2.1-4
13049,2013,Georgia,GA,13,"Charlton County, GA",13056,12.1-14
13049,1999,Georgia,GA,13,"Charlton County, GA",10258,2.1-4
13049,2012,Georgia,GA,13,"Charlton County, GA",13320,10.1-12
13049,2009,Georgia,GA,13,"Charlton County, GA",12665,8.1-10
13049,2002,Georgia,GA,13,"Charlton County, GA",10910,2.1-4
13049,2001,Georgia,GA,13,"Charlton County, GA",10675,2.1-4
13049,2015,Georgia,GA,13,"Charlton County, GA",12965,14.1-16
13051,2002,Georgia,GA,13,"Chatham County, GA",236510,4.1-6
13051,2007,Georgia,GA,13,"Chatham County, GA",251981,6.1-8
13051,2004,Georgia,GA,13,"Chatham County, GA",240818,6.1-8
13051,2015,Georgia,GA,13,"Chatham County, GA",286956,10.1-12
13051,2013,Georgia,GA,13,"Chatham County, GA",278105,10.1-12
13051,2003,Georgia,GA,13,"Chatham County, GA",237348,4.1-6
13051,2008,Georgia,GA,13,"Chatham County, GA",255269,6.1-8
13051,2010,Georgia,GA,13,"Chatham County, GA",265896,8.1-10
13051,2014,Georgia,GA,13,"Chatham County, GA",282989,10.1-12
13051,2005,Georgia,GA,13,"Chatham County, GA",242242,6.1-8
13051,2001,Georgia,GA,13,"Chatham County, GA",234150,4.1-6
13051,2000,Georgia,GA,13,"Chatham County, GA",232492,4.1-6
13051,2009,Georgia,GA,13,"Chatham County, GA",262122,8.1-10
13051,1999,Georgia,GA,13,"Chatham County, GA",231630,4.1-6
13051,2006,Georgia,GA,13,"Chatham County, GA",246896,6.1-8
13051,2011,Georgia,GA,13,"Chatham County, GA",271866,8.1-10
13051,2012,Georgia,GA,13,"Chatham County, GA",276536,8.1-10
13053,2010,Georgia,GA,13,"Chattahoochee County, GA",11178,6.1-8
13053,2000,Georgia,GA,13,"Chattahoochee County, GA",15047,0-2
13053,2009,Georgia,GA,13,"Chattahoochee County, GA",11955,6.1-8
13053,2004,Georgia,GA,13,"Chattahoochee County, GA",15515,2.1-4
13053,2005,Georgia,GA,13,"Chattahoochee County, GA",14096,2.1-4
13053,2012,Georgia,GA,13,"Chattahoochee County, GA",12598,8.1-10
13053,2001,Georgia,GA,13,"Chattahoochee County, GA",15780,2.1-4
13053,2011,Georgia,GA,13,"Chattahoochee County, GA",11309,6.1-8
13053,2008,Georgia,GA,13,"Chattahoochee County, GA",11624,4.1-6
13053,2015,Georgia,GA,13,"Chattahoochee County, GA",11368,10.1-12
13053,1999,Georgia,GA,13,"Chattahoochee County, GA",14781,0-2
13053,2003,Georgia,GA,13,"Chattahoochee County, GA",15289,2.1-4
13053,2002,Georgia,GA,13,"Chattahoochee County, GA",18043,2.1-4
13053,2014,Georgia,GA,13,"Chattahoochee County, GA",11898,10.1-12
13053,2007,Georgia,GA,13,"Chattahoochee County, GA",11965,4.1-6
13053,2006,Georgia,GA,13,"Chattahoochee County, GA",11828,4.1-6
13053,2013,Georgia,GA,13,"Chattahoochee County, GA",12396,8.1-10
13055,2003,Georgia,GA,13,"Chattooga County, GA",25981,8.1-10
13055,2015,Georgia,GA,13,"Chattooga County, GA",24922,18.1-20
13055,2014,Georgia,GA,13,"Chattooga County, GA",24892,16.1-18
13055,1999,Georgia,GA,13,"Chattooga County, GA",25158,6.1-8
13055,2011,Georgia,GA,13,"Chattooga County, GA",25678,14.1-16
13055,2002,Georgia,GA,13,"Chattooga County, GA",25688,6.1-8
13055,2004,Georgia,GA,13,"Chattooga County, GA",25537,8.1-10
13055,2008,Georgia,GA,13,"Chattooga County, GA",26146,10.1-12
13055,2009,Georgia,GA,13,"Chattooga County, GA",25894,12.1-14
13055,2001,Georgia,GA,13,"Chattooga County, GA",25675,6.1-8
13055,2000,Georgia,GA,13,"Chattooga County, GA",25419,6.1-8
13055,2006,Georgia,GA,13,"Chattooga County, GA",25640,10.1-12
13055,2005,Georgia,GA,13,"Chattooga County, GA",25506,8.1-10
13055,2010,Georgia,GA,13,"Chattooga County, GA",25958,12.1-14
13055,2007,Georgia,GA,13,"Chattooga County, GA",26230,10.1-12
13055,2012,Georgia,GA,13,"Chattooga County, GA",25639,14.1-16
13055,2013,Georgia,GA,13,"Chattooga County, GA",25073,14.1-16
13057,2015,Georgia,GA,13,"Cherokee County, GA",235900,14.1-16
13057,2005,Georgia,GA,13,"Cherokee County, GA",182128,6.1-8
13057,2008,Georgia,GA,13,"Cherokee County, GA",208271,8.1-10
13057,2010,Georgia,GA,13,"Cherokee County, GA",215195,10.1-12
13057,2000,Georgia,GA,13,"Cherokee County, GA",143777,4.1-6
13057,2006,Georgia,GA,13,"Cherokee County, GA",193241,8.1-10
13057,2004,Georgia,GA,13,"Cherokee County, GA",173105,6.1-8
13057,2012,Georgia,GA,13,"Cherokee County, GA",220779,10.1-12
13057,2009,Georgia,GA,13,"Cherokee County, GA",212232,8.1-10
13057,2007,Georgia,GA,13,"Cherokee County, GA",202544,8.1-10
13057,2014,Georgia,GA,13,"Cherokee County, GA",230720,12.1-14
13057,2013,Georgia,GA,13,"Cherokee County, GA",224603,12.1-14
13057,2001,Georgia,GA,13,"Cherokee County, GA",151189,4.1-6
13057,2003,Georgia,GA,13,"Cherokee County, GA",165585,6.1-8
13057,2002,Georgia,GA,13,"Cherokee County, GA",158682,6.1-8
13057,2011,Georgia,GA,13,"Cherokee County, GA",217716,10.1-12
13057,1999,Georgia,GA,13,"Cherokee County, GA",137416,4.1-6
13059,1999,Georgia,GA,13,"Clarke County, GA",100173,4.1-6
13059,2014,Georgia,GA,13,"Clarke County, GA",120814,10.1-12
13059,2006,Georgia,GA,13,"Clarke County, GA",112074,6.1-8
13059,2000,Georgia,GA,13,"Clarke County, GA",102401,4.1-6
13059,2013,Georgia,GA,13,"Clarke County, GA",121121,8.1-10
13059,2011,Georgia,GA,13,"Clarke County, GA",118462,8.1-10
13059,2004,Georgia,GA,13,"Clarke County, GA",109752,4.1-6
13059,2015,Georgia,GA,13,"Clarke County, GA",123912,10.1-12
13059,2010,Georgia,GA,13,"Clarke County, GA",117469,8.1-10
13059,2002,Georgia,GA,13,"Clarke County, GA",104673,4.1-6
13059,2005,Georgia,GA,13,"Clarke County, GA",109536,6.1-8
13059,2001,Georgia,GA,13,"Clarke County, GA",103890,4.1-6
13059,2003,Georgia,GA,13,"Clarke County, GA",106287,4.1-6
13059,2008,Georgia,GA,13,"Clarke County, GA",115768,6.1-8
13059,2009,Georgia,GA,13,"Clarke County, GA",116843,6.1-8
13059,2012,Georgia,GA,13,"Clarke County, GA",120217,8.1-10
13059,2007,Georgia,GA,13,"Clarke County, GA",113995,6.1-8
13061,2000,Georgia,GA,13,"Clay County, GA",3353,2.1-4
13061,2014,Georgia,GA,13,"Clay County, GA",3097,18.1-20
13061,2002,Georgia,GA,13,"Clay County, GA",3314,2.1-4
13061,2008,Georgia,GA,13,"Clay County, GA",3233,6.1-8
13061,2004,Georgia,GA,13,"Clay County, GA",3233,4.1-6
13061,2007,Georgia,GA,13,"Clay County, GA",3262,6.1-8
13061,2013,Georgia,GA,13,"Clay County, GA",3032,16.1-18
13061,2006,Georgia,GA,13,"Clay County, GA",3232,4.1-6
13061,2005,Georgia,GA,13,"Clay County, GA",3216,4.1-6
13061,2009,Georgia,GA,13,"Clay County, GA",3201,8.1-10
13061,2012,Georgia,GA,13,"Clay County, GA",3101,14.1-16
13061,2011,Georgia,GA,13,"Clay County, GA",3150,12.1-14
13061,2003,Georgia,GA,13,"Clay County, GA",3303,2.1-4
13061,2010,Georgia,GA,13,"Clay County, GA",3161,10.1-12
13061,1999,Georgia,GA,13,"Clay County, GA",3347,0-2
13061,2001,Georgia,GA,13,"Clay County, GA",3360,2.1-4
13061,2015,Georgia,GA,13,"Clay County, GA",3141,20.1-22
13063,2011,Georgia,GA,13,"Clayton County, GA",262685,8.1-10
13063,2000,Georgia,GA,13,"Clayton County, GA",238079,4.1-6
13063,2001,Georgia,GA,13,"Clayton County, GA",245327,4.1-6
13063,2014,Georgia,GA,13,"Clayton County, GA",268172,10.1-12
13063,2015,Georgia,GA,13,"Clayton County, GA",273955,10.1-12
13063,2010,Georgia,GA,13,"Clayton County, GA",259797,8.1-10
13063,1999,Georgia,GA,13,"Clayton County, GA",229966,4.1-6
13063,2008,Georgia,GA,13,"Clayton County, GA",262099,6.1-8
13063,2005,Georgia,GA,13,"Clayton County, GA",256292,6.1-8
13063,2007,Georgia,GA,13,"Clayton County, GA",260441,6.1-8
13063,2006,Georgia,GA,13,"Clayton County, GA",258552,6.1-8
13063,2013,Georgia,GA,13,"Clayton County, GA",265021,10.1-12
13063,2012,Georgia,GA,13,"Clayton County, GA",266338,8.1-10
13063,2003,Georgia,GA,13,"Clayton County, GA",252631,4.1-6
13063,2004,Georgia,GA,13,"Clayton County, GA",255322,6.1-8
13063,2002,Georgia,GA,13,"Clayton County, GA",248954,4.1-6
13063,2009,Georgia,GA,13,"Clayton County, GA",260067,8.1-10
13065,2005,Georgia,GA,13,"Clinch County, GA",6948,4.1-6
13065,2011,Georgia,GA,13,"Clinch County, GA",6745,10.1-12
13065,2007,Georgia,GA,13,"Clinch County, GA",6838,6.1-8
13065,2015,Georgia,GA,13,"Clinch County, GA",6893,16.1-18
13065,2008,Georgia,GA,13,"Clinch County, GA",6941,8.1-10
13065,2012,Georgia,GA,13,"Clinch County, GA",6714,12.1-14
13065,2010,Georgia,GA,13,"Clinch County, GA",6780,10.1-12
13065,2009,Georgia,GA,13,"Clinch County, GA",6799,8.1-10
13065,2001,Georgia,GA,13,"Clinch County, GA",6901,2.1-4
13065,2002,Georgia,GA,13,"Clinch County, GA",6870,2.1-4
13065,2006,Georgia,GA,13,"Clinch County, GA",6828,6.1-8
13065,2003,Georgia,GA,13,"Clinch County, GA",6933,4.1-6
13065,2004,Georgia,GA,13,"Clinch County, GA",6893,4.1-6
13065,2013,Georgia,GA,13,"Clinch County, GA",6787,14.1-16
13065,2000,Georgia,GA,13,"Clinch County, GA",6831,2.1-4
13065,2014,Georgia,GA,13,"Clinch County, GA",6816,14.1-16
13065,1999,Georgia,GA,13,"Clinch County, GA",6892,2.1-4
13067,2015,Georgia,GA,13,"Cobb County, GA",741334,12.1-14
13067,2012,Georgia,GA,13,"Cobb County, GA",707846,10.1-12
13067,2007,Georgia,GA,13,"Cobb County, GA",670438,6.1-8
13067,2001,Georgia,GA,13,"Cobb County, GA",623006,4.1-6
13067,2003,Georgia,GA,13,"Cobb County, GA",634638,6.1-8
13067,2010,Georgia,GA,13,"Cobb County, GA",689676,8.1-10
13067,2014,Georgia,GA,13,"Cobb County, GA",731018,12.1-14
13067,2011,Georgia,GA,13,"Cobb County, GA",697534,10.1-12
13067,2005,Georgia,GA,13,"Cobb County, GA",646754,6.1-8
13067,2009,Georgia,GA,13,"Cobb County, GA",684776,8.1-10
13067,2004,Georgia,GA,13,"Cobb County, GA",640346,6.1-8
13067,1999,Georgia,GA,13,"Cobb County, GA",588871,4.1-6
13067,2008,Georgia,GA,13,"Cobb County, GA",679822,8.1-10
13067,2002,Georgia,GA,13,"Cobb County, GA",631018,4.1-6
13067,2013,Georgia,GA,13,"Cobb County, GA",717935,10.1-12
13067,2000,Georgia,GA,13,"Cobb County, GA",611505,4.1-6
13067,2006,Georgia,GA,13,"Cobb County, GA",661913,6.1-8
13069,2015,Georgia,GA,13,"Coffee County, GA",43108,12.1-14
13069,2008,Georgia,GA,13,"Coffee County, GA",41813,8.1-10
13069,1999,Georgia,GA,13,"Coffee County, GA",36813,4.1-6
13069,2014,Georgia,GA,13,"Coffee County, GA",42793,12.1-14
13069,2001,Georgia,GA,13,"Coffee County, GA",38350,4.1-6
13069,2002,Georgia,GA,13,"Coffee County, GA",38791,4.1-6
13069,2004,Georgia,GA,13,"Coffee County, GA",39383,6.1-8
13069,2005,Georgia,GA,13,"Coffee County, GA",39829,6.1-8
13069,2010,Georgia,GA,13,"Coffee County, GA",42723,8.1-10
13069,2006,Georgia,GA,13,"Coffee County, GA",40702,6.1-8
13069,2013,Georgia,GA,13,"Coffee County, GA",43078,10.1-12
13069,2003,Georgia,GA,13,"Coffee County, GA",39183,6.1-8
13069,2007,Georgia,GA,13,"Coffee County, GA",41299,8.1-10
13069,2011,Georgia,GA,13,"Coffee County, GA",42955,10.1-12
13069,2012,Georgia,GA,13,"Coffee County, GA",43081,10.1-12
13069,2000,Georgia,GA,13,"Coffee County, GA",37592,4.1-6
13069,2009,Georgia,GA,13,"Coffee County, GA",42089,8.1-10
13071,2010,Georgia,GA,13,"Colquitt County, GA",45641,8.1-10
13071,2014,Georgia,GA,13,"Colquitt County, GA",46051,12.1-14
13071,1999,Georgia,GA,13,"Colquitt County, GA",41737,4.1-6
13071,2008,Georgia,GA,13,"Colquitt County, GA",44872,8.1-10
13071,2004,Georgia,GA,13,"Colquitt County, GA",42987,6.1-8
13071,2007,Georgia,GA,13,"Colquitt County, GA",44209,6.1-8
13071,2012,Georgia,GA,13,"Colquitt County, GA",46107,10.1-12
13071,2002,Georgia,GA,13,"Colquitt County, GA",42570,4.1-6
13071,2003,Georgia,GA,13,"Colquitt County, GA",42554,4.1-6
13071,2005,Georgia,GA,13,"Colquitt County, GA",42993,6.1-8
13071,2009,Georgia,GA,13,"Colquitt County, GA",45152,8.1-10
13071,2015,Georgia,GA,13,"Colquitt County, GA",45844,12.1-14
13071,2011,Georgia,GA,13,"Colquitt County, GA",45811,8.1-10
13071,2013,Georgia,GA,13,"Colquitt County, GA",46307,10.1-12
13071,2001,Georgia,GA,13,"Colquitt County, GA",42223,4.1-6
13071,2006,Georgia,GA,13,"Colquitt County, GA",43700,6.1-8
13071,2000,Georgia,GA,13,"Colquitt County, GA",42140,4.1-6
13073,2014,Georgia,GA,13,"Columbia County, GA",139343,8.1-10
13073,2010,Georgia,GA,13,"Columbia County, GA",124985,6.1-8
13073,1999,Georgia,GA,13,"Columbia County, GA",88280,2.1-4
13073,2002,Georgia,GA,13,"Columbia County, GA",95818,4.1-6
13073,2011,Georgia,GA,13,"Columbia County, GA",128773,8.1-10
13073,2004,Georgia,GA,13,"Columbia County, GA",102934,4.1-6
13073,2009,Georgia,GA,13,"Columbia County, GA",121050,6.1-8
13073,2006,Georgia,GA,13,"Columbia County, GA",110845,6.1-8
13073,2012,Georgia,GA,13,"Columbia County, GA",132575,8.1-10
13073,2008,Georgia,GA,13,"Columbia County, GA",117504,6.1-8
13073,2013,Georgia,GA,13,"Columbia County, GA",136278,8.1-10
13073,2003,Georgia,GA,13,"Columbia County, GA",98761,4.1-6
16033,2010,Idaho,ID,16,"Clark County, ID",979,0-2
13073,2001,Georgia,GA,13,"Columbia County, GA",92537,4.1-6
13073,2007,Georgia,GA,13,"Columbia County, GA",115074,6.1-8
13073,2005,Georgia,GA,13,"Columbia County, GA",106477,4.1-6
13073,2015,Georgia,GA,13,"Columbia County, GA",144052,10.1-12
13073,2000,Georgia,GA,13,"Columbia County, GA",90138,4.1-6
13075,1999,Georgia,GA,13,"Cook County, GA",15563,2.1-4
13075,2002,Georgia,GA,13,"Cook County, GA",15985,4.1-6
13075,2008,Georgia,GA,13,"Cook County, GA",17067,6.1-8
13075,2010,Georgia,GA,13,"Cook County, GA",17207,8.1-10
13075,2014,Georgia,GA,13,"Cook County, GA",17204,12.1-14
13075,2011,Georgia,GA,13,"Cook County, GA",16966,10.1-12
13075,2012,Georgia,GA,13,"Cook County, GA",16849,10.1-12
13075,2000,Georgia,GA,13,"Cook County, GA",15855,2.1-4
13075,2004,Georgia,GA,13,"Cook County, GA",16268,4.1-6
13075,2009,Georgia,GA,13,"Cook County, GA",17114,8.1-10
13075,2015,Georgia,GA,13,"Cook County, GA",17124,12.1-14
13075,2001,Georgia,GA,13,"Cook County, GA",15885,2.1-4
13075,2007,Georgia,GA,13,"Cook County, GA",16848,6.1-8
13075,2006,Georgia,GA,13,"Cook County, GA",16622,6.1-8
13075,2003,Georgia,GA,13,"Cook County, GA",16060,4.1-6
13075,2005,Georgia,GA,13,"Cook County, GA",16567,4.1-6
13075,2013,Georgia,GA,13,"Cook County, GA",17020,10.1-12
13077,2011,Georgia,GA,13,"Coweta County, GA",129392,8.1-10
13077,2006,Georgia,GA,13,"Coweta County, GA",113749,6.1-8
13077,2015,Georgia,GA,13,"Coweta County, GA",138427,12.1-14
13077,2002,Georgia,GA,13,"Coweta County, GA",97191,4.1-6
13077,2000,Georgia,GA,13,"Coweta County, GA",90117,4.1-6
13077,2007,Georgia,GA,13,"Coweta County, GA",118156,6.1-8
13077,2013,Georgia,GA,13,"Coweta County, GA",133089,10.1-12
13077,2012,Georgia,GA,13,"Coweta County, GA",130762,10.1-12
13077,2014,Georgia,GA,13,"Coweta County, GA",135410,10.1-12
13077,2001,Georgia,GA,13,"Coweta County, GA",93627,4.1-6
13077,2003,Georgia,GA,13,"Coweta County, GA",100382,6.1-8
13077,2004,Georgia,GA,13,"Coweta County, GA",104089,6.1-8
13077,2008,Georgia,GA,13,"Coweta County, GA",122281,8.1-10
13077,1999,Georgia,GA,13,"Coweta County, GA",86837,4.1-6
13077,2010,Georgia,GA,13,"Coweta County, GA",127901,8.1-10
13077,2009,Georgia,GA,13,"Coweta County, GA",125501,8.1-10
13077,2005,Georgia,GA,13,"Coweta County, GA",108371,6.1-8
13079,2006,Georgia,GA,13,"Crawford County, GA",12943,6.1-8
13079,2004,Georgia,GA,13,"Crawford County, GA",12784,4.1-6
13079,2005,Georgia,GA,13,"Crawford County, GA",12875,6.1-8
13079,2007,Georgia,GA,13,"Crawford County, GA",12895,6.1-8
13079,2010,Georgia,GA,13,"Crawford County, GA",12614,10.1-12
13079,2002,Georgia,GA,13,"Crawford County, GA",12553,4.1-6
13079,2009,Georgia,GA,13,"Crawford County, GA",12711,8.1-10
13079,2012,Georgia,GA,13,"Crawford County, GA",12659,12.1-14
13079,2011,Georgia,GA,13,"Crawford County, GA",12639,10.1-12
13079,2014,Georgia,GA,13,"Crawford County, GA",12472,14.1-16
13079,2015,Georgia,GA,13,"Crawford County, GA",12388,14.1-16
